4, 0.8847813150847962
9, 0.8882772984230883
14, 0.8946742041059209
19, 0.8882772984230883
24, 0.881136566498066
29, 0.8748884260636716
34, 0.8815456709312705
39, 0.8692353466230288
44, 0.8787935138351681
49, 0.879611722701577
54, 0.8828845581672121
59, 0.8842606367152633
64, 0.883628384409402
69, 0.8925914906277893
74, 0.8881657244867599
79, 0.8622061886343351
84, 0.8666691460874739
89, 0.8591193097292472
94, 0.8729172865218685
99, 0.8575200833085391
104, 0.7351234751562035
109, 0.745462659922642
114, 0.7448304076167808
119, 0.8056010116036894
124, 0.7753272835465636
129, 0.7857780422493306
134, 0.8031835763165724
139, 0.7853689378161262
144, 0.8012868193989884
149, 0.8037042546861053
154, 0.8095804819994049
159, 0.7978280273728057
164, 0.7779306753942279
169, 0.7609714370722999
174, 0.7771124665278191
179, 0.7718313002082714
184, 0.7486239214519488
189, 0.7492189824457007
194, 0.7406649806605177
199, 0.7405905980362987
