4, 0.7728726569473371, 0.00014843101224516522
9, 0.7726495090746801, 2.6991083760805068e-05
14, 0.7731701874442131, 8.370217959336158e-06
19, 0.7686328473668551, 2.9346749168688416e-06
24, 0.7660294555191908, 1.0267444220766284e-06
29, 0.7631285331746503, 3.5475243864515686e-07
34, 0.7637979767926213, 1.2449224844991166e-07
39, 0.7674799166914609, 4.476951453291001e-08
44, 0.7686700386789646, 1.923935622125601e-08
49, 0.7641698899137161, 9.833145276280149e-09
54, 0.760748289199643, 5.961910049078165e-09
59, 0.7592234454031538, 4.254610190452235e-09
64, 0.7592978280273728, 3.2720415428130726e-09
69, 0.7575498363582267, 2.334703697274868e-09
74, 0.7571779232371318, 2.0302846880967804e-09
79, 0.756210949122285, 1.991122848647349e-09
84, 0.7557274620648616, 1.9238979318318523e-09
89, 0.756062183873847, 1.8309436489685897e-09
94, 0.7551324010711098, 1.8945192660604697e-09
99, 0.7551695923832192, 1.812973171351736e-09
104, 0.7553183576316572, 1.7930074422026792e-09
109, 0.7559506099375186, 1.7666731660036836e-09
114, 0.7556902707527522, 1.7496365509036048e-09
119, 0.756359714370723, 1.8769208196355505e-09
124, 0.7553555489437668, 1.7876123835442595e-09
129, 0.7556158881285332, 1.830504333915294e-09
134, 0.7557646533769712, 1.8240057886388576e-09
139, 0.7554671228800952, 1.8456477872314503e-09
144, 0.7560993751859566, 1.8368963823321592e-09
149, 0.7565828622433799, 1.8394871446541132e-09
154, 0.7552811663195478, 1.866823256280695e-09
159, 0.7558762273132996, 1.8861056354537e-09
164, 0.756359714370723, 1.8849460681518935e-09
169, 0.755987801249628, 1.9061772917322207e-09
174, 0.7559506099375186, 1.8059010641181771e-09
179, 0.7563225230586135, 1.8439222904594927e-09
184, 0.7566572448675989, 1.805058820879798e-09
189, 0.7562481404343945, 1.8758489226160075e-09
194, 0.756062183873847, 1.876822984886154e-09
199, 0.756285331746504, 1.8296287841837248e-09
